trial, person, eye, t0, x, y
161,0,R,373,461.0,392.3
161,0,R,481,488.6,385.3
161,0,X,1204,450.0,450.0
162,0,R,-57,1016.8,370.6
162,0,R,175,1138.5,566.8
162,0,R,335,1136.1,581.4
162,0,X,548,1080.0,660.0
163,0,R,-111,992.0,273.2
163,0,R,221,389.8,799.5
163,0,R,337,418.1,859.3
163,0,X,1302,395.0,925.0
164,0,R,-109,852.9,427.2
164,0,R,159,1257.3,289.0
164,0,R,275,1337.7,230.5
164,0,R,483,1347.5,210.9
164,0,X,2002,1290.0,310.0
165,0,R,-125,1361.2,219.5
165,0,R,131,636.4,464.3
165,0,R,279,1358.2,1036.5
165,0,R,379,1438.2,989.5
165,0,R,1163,1022.1,270.9
165,0,X,1152,1370.0,1060.0
166,0,R,-124,668.5,208.9
166,0,R,172,301.8,150.3
166,0,R,276,262.2,88.7
166,0,R,448,259.2,62.1
166,0,X,1257,220.0,130.0
167,0,R,-117,968.3,448.0
167,0,R,167,906.9,231.8
167,0,R,255,907.5,164.5
167,0,X,950,870.0,235.0
168,0,R,-123,957.8,508.6
168,0,R,225,1628.4,76.4
168,0,R,349,1688.4,42.1
168,0,X,1096,1630.0,135.0
169,0,R,-112,981.3,377.7
169,0,R,176,1640.6,632.2
169,0,R,316,1626.5,639.3
169,0,R,484,1648.6,636.3
169,0,X,1219,1580.0,710.0
170,0,R,-121,791.2,196.0
170,0,R,199,1671.3,122.7
170,0,R,319,1688.4,65.0
170,0,R,499,1700.1,28.1
170,0,X,1122,1630.0,135.0
171,0,R,-43,1066.5,428.6
171,0,R,201,326.5,147.2
171,0,R,309,261.7,62.0
171,0,X,1252,220.0,130.0
172,0,R,-121,1026.0,422.1
172,0,R,195,1414.4,902.4
172,0,R,319,1432.0,955.6
172,0,X,1218,1370.0,1060.0
173,0,R,-108,858.5,240.4
173,0,R,200,401.9,832.9
173,0,R,344,422.2,876.6
173,0,X,1121,395.0,925.0
174,0,R,-82,1085.2,327.6
174,0,R,198,1129.1,589.7
174,0,X,851,1080.0,660.0
175,0,R,-124,803.6,245.0
175,0,R,224,1363.9,245.8
175,0,R,464,1359.7,226.6
175,0,X,1209,1290.0,310.0
176,0,R,-117,1148.3,314.9
176,0,R,187,786.6,787.7
176,0,R,323,829.4,777.3
176,0,X,984,790.0,835.0
177,0,R,-77,963.0,258.9
177,0,R,195,906.5,145.3
177,0,X,1224,870.0,235.0
178,0,R,-118,924.9,242.5
178,0,R,186,1541.0,639.1
178,0,R,306,1639.7,638.2
178,0,X,1199,1580.0,710.0
179,0,R,-108,1106.3,307.7
179,0,R,188,442.8,427.9
179,0,R,300,495.6,399.1
179,0,R,444,462.9,397.4
179,0,R,560,486.4,383.3
179,0,X,1191,450.0,450.0
180,0,R,-117,1212.9,335.9
180,0,R,199,1427.1,925.2
180,0,R,327,1432.6,968.4
180,0,R,1135,1024.1,288.1
180,0,X,1166,1370.0,1060.0
181,0,R,-124,899.4,329.7
181,0,R,196,1319.9,278.8
181,0,R,332,1348.5,233.3
181,0,X,1191,1290.0,310.0
182,0,R,-116,784.5,227.0
182,0,R,204,272.3,127.2
182,0,R,316,247.8,77.3
182,0,X,1319,220.0,130.0
183,0,R,-122,1210.7,241.7
183,0,R,286,424.1,871.7
183,0,R,926,419.9,860.4
183,0,R,1262,421.1,857.4
183,0,R,2250,430.3,862.7
183,0,R,2494,892.7,466.3
183,0,X,2553,395.0,925.0
184,0,R,-122,1258.0,266.1
184,0,R,174,634.6,869.0
184,0,R,290,814.0,792.4
184,0,R,494,840.5,768.9
184,0,R,830,856.2,758.3
184,0,R,954,832.7,764.2
184,0,R,1650,814.2,760.3
184,0,R,1834,848.3,775.6
184,0,R,2566,834.1,769.9
184,0,R,2758,822.8,760.8
184,0,R,2894,845.9,762.9
184,0,X,3489,790.0,835.0
185,0,R,-120,1175.3,282.0
185,0,R,216,1153.7,600.9
185,0,R,1432,1153.6,573.6
185,0,X,1555,1080.0,660.0
186,0,R,-119,987.9,160.3
186,0,R,145,911.2,150.8
186,0,X,925,870.0,235.0
187,0,R,23,498.6,524.4
187,0,R,211,1465.8,655.8
187,0,R,323,1657.9,646.5
187,0,X,1127,1580.0,710.0
188,0,R,-114,943.5,207.0
188,0,R,166,511.5,396.7
188,0,R,310,494.1,387.3
188,0,X,922,450.0,450.0
189,0,R,-117,1034.2,250.5
189,0,R,171,1637.9,124.5
189,0,R,287,1701.3,60.0
189,0,R,487,1706.7,27.1
189,0,R,903,1768.7,50.9
189,0,R,1027,1709.5,57.5
189,0,R,1179,1691.7,68.0
189,0,X,3565,1630.0,135.0
190,0,R,-112,1059.4,515.5
190,0,R,156,1150.2,618.8
190,0,R,332,1133.0,607.3
190,0,X,1028,1080.0,660.0
191,0,R,10,797.2,132.0
191,0,R,174,1317.3,239.9
191,0,R,310,1363.2,243.7
191,0,X,1954,1290.0,310.0
192,0,R,-121,876.3,324.6
192,0,R,191,816.4,745.1
192,0,R,319,815.9,792.8
192,0,X,667,790.0,835.0
193,0,R,-108,840.3,234.8
193,0,R,124,570.2,394.9
193,0,R,216,1581.2,132.1
193,0,R,336,1688.0,71.8
193,0,X,688,1630.0,135.0
194,0,R,-121,923.9,452.4
194,0,R,211,396.1,932.7
194,0,R,343,425.1,889.1
194,0,R,771,811.7,312.9
194,0,X,725,395.0,925.0
195,0,R,-17,1133.0,236.0
195,0,R,195,1621.4,636.5
195,0,R,391,1643.9,651.3
195,0,R,647,1651.8,640.1
195,0,X,871,1580.0,710.0
196,0,R,-88,634.8,260.7
196,0,R,144,285.6,100.5
196,0,R,276,254.3,52.4
196,0,R,572,258.2,37.8
196,0,X,628,220.0,130.0
197,0,R,-113,964.5,373.6
197,0,R,87,1174.0,630.7
197,0,R,223,1385.1,965.2
197,0,R,355,1428.2,998.2
197,0,X,611,1370.0,1060.0
198,0,R,-113,935.9,240.3
198,0,R,71,433.9,508.4
198,0,R,223,899.4,251.8
198,0,R,347,909.7,176.4
198,0,X,915,870.0,235.0
199,0,R,-110,959.2,450.5
199,0,R,154,486.5,452.6
199,0,R,262,493.8,396.2
199,0,X,822,450.0,450.0
0,1,R,-113,963.6,597.4
0,1,R,367,853.1,280.3
0,1,R,479,860.9,225.9
0,1,X,1385,870.0,235.0
1,1,R,-55,989.0,557.5
1,1,R,189,383.4,932.7
1,1,R,753,377.4,950.1
1,1,R,869,389.4,936.1
1,1,X,1953,395.0,925.0
2,1,R,10,1516.1,459.2
2,1,R,194,771.5,814.7
2,1,R,306,805.5,858.9
2,1,R,1178,818.6,914.7
2,1,X,1914,790.0,835.0
3,1,R,-114,1043.1,323.0
3,1,R,70,333.9,435.6
3,1,R,234,1143.6,656.0
3,1,R,350,1112.8,702.1
3,1,X,1044,1080.0,660.0
4,1,R,-18,906.9,496.3
4,1,R,190,1510.3,748.1
4,1,R,306,1618.5,799.0
4,1,R,910,1612.7,969.3
4,1,X,882,1580.0,710.0
5,1,R,-109,1061.4,991.7
5,1,R,219,1334.0,642.4
5,1,R,363,1343.5,566.3
5,1,R,667,1317.5,569.9
5,1,R,803,1316.9,491.5
5,1,R,915,1324.6,452.6
5,1,R,1059,1314.2,333.3
5,1,R,1171,1316.8,400.0
5,1,R,1379,1310.3,424.9
5,1,R,1431,1315.4,380.2
5,1,R,1475,1306.7,428.5
5,1,X,1927,1290.0,310.0
6,1,R,-115,1336.8,744.5
6,1,R,105,697.5,730.4
6,1,R,229,454.7,545.8
6,1,R,353,480.1,476.8
6,1,R,837,442.4,470.8
6,1,X,985,450.0,450.0
7,1,R,-123,1112.7,476.4
7,1,R,185,1602.3,272.7
7,1,R,301,1678.7,220.2
7,1,R,905,1681.8,218.4
7,1,X,1321,1630.0,135.0
8,1,R,11,739.8,702.3
8,1,R,283,207.4,202.0
8,1,R,427,211.7,155.7
8,1,R,671,217.4,133.1
8,1,X,1435,220.0,130.0
9,1,R,-112,721.3,1404.8
9,1,R,132,944.6,617.0
9,1,R,276,1343.7,1142.7
9,1,X,1120,1370.0,1060.0
10,1,R,-121,970.3,537.3
10,1,R,59,881.1,537.1
10,1,R,251,732.7,935.1
10,1,R,439,751.2,906.7
10,1,R,747,735.6,1119.5
10,1,R,915,654.7,1373.4
10,1,R,1039,583.8,1540.1
10,1,R,1323,750.2,1164.5
10,1,R,1399,773.2,897.5
10,1,R,2083,861.8,380.3
10,1,X,2027,790.0,835.0
11,1,R,17,866.6,704.3
11,1,R,197,398.8,865.8
11,1,R,345,412.9,548.4
11,1,X,1193,450.0,450.0
12,1,R,-115,1000.3,360.5
12,1,R,193,1278.1,922.6
12,1,R,313,1340.8,1040.0
12,1,X,1610,1370.0,1060.0
13,1,R,-117,1006.5,398.1
13,1,R,159,873.0,375.0
13,1,R,283,802.2,41.2
13,1,R,1095,826.1,58.5
13,1,X,1320,870.0,235.0
14,1,R,32,789.0,674.2
14,1,R,232,1591.3,806.4
14,1,R,396,1618.3,900.1
14,1,R,468,1518.9,1369.6
14,1,R,700,1611.7,1083.0
14,1,X,1595,1580.0,710.0
15,1,R,51,434.6,615.0
15,1,R,207,1066.2,796.4
15,1,R,315,1133.8,822.6
15,1,R,503,1126.1,816.8
15,1,R,1155,1117.4,540.1
15,1,X,1170,1080.0,660.0
16,1,R,-20,796.9,530.5
16,1,R,180,424.1,1030.4
16,1,R,324,403.7,1056.0
16,1,R,516,409.3,1052.3
16,1,X,803,395.0,925.0
17,1,R,-123,1093.6,481.7
17,1,R,185,1643.7,304.1
17,1,R,305,1693.8,272.3
17,1,X,1490,1630.0,135.0
18,1,R,-119,2798.1,627.0
18,1,R,37,3153.4,478.8
18,1,R,505,3270.0,408.1
18,1,R,685,3270.0,369.5
18,1,R,1085,3270.0,729.0
18,1,R,1261,3270.0,790.5
18,1,R,2057,1495.7,578.3
18,1,R,2201,1395.2,558.9
18,1,R,2385,1379.0,503.6
18,1,X,3390,1290.0,310.0
19,1,R,62,1206.2,1157.5
19,1,R,334,304.8,483.8
19,1,R,454,263.2,367.2
19,1,R,558,249.1,300.0
19,1,X,1547,220.0,130.0
20,1,R,-112,979.1,650.1
20,1,R,176,528.3,680.9
20,1,R,280,470.4,682.3
20,1,R,1644,1146.1,698.7
20,1,X,1581,450.0,450.0
21,1,R,-112,1141.2,619.3
21,1,R,112,931.9,696.5
21,1,R,212,937.3,552.6
21,1,R,352,841.4,1109.7
21,1,R,736,879.9,974.3
21,1,R,996,905.2,847.0
21,1,X,1581,870.0,235.0
22,1,R,-112,1054.2,928.8
22,1,R,172,1109.8,674.9
22,1,X,1045,1080.0,660.0
23,1,R,-114,1056.4,372.6
23,1,R,226,238.5,239.1
23,1,R,334,278.9,205.1
23,1,R,466,278.5,198.5
23,1,X,1227,220.0,130.0
24,1,R,-115,1034.7,488.5
24,1,R,153,1372.1,443.1
24,1,R,261,1354.3,361.4
24,1,R,441,1294.3,148.7
24,1,X,1650,1290.0,310.0
25,1,R,-125,712.3,345.3
25,1,R,207,752.0,732.8
25,1,R,323,770.5,741.5
25,1,X,1374,790.0,835.0
26,1,R,-116,1080.1,386.2
26,1,R,120,834.8,619.6
26,1,R,244,388.0,980.1
26,1,R,432,413.3,1006.9
26,1,R,1016,379.1,1010.9
26,1,R,1244,398.3,963.1
26,1,X,1767,395.0,925.0
27,1,R,-74,1464.1,621.9
27,1,R,170,1581.2,292.9
27,1,R,290,1678.6,260.0
27,1,R,454,1702.6,253.7
27,1,X,1247,1630.0,135.0
28,1,R,-110,751.6,529.9
28,1,R,194,1292.7,1051.9
28,1,R,318,1388.5,1161.6
28,1,R,470,1425.5,1173.2
28,1,X,1125,1370.0,1060.0
29,1,R,1,826.9,868.6
29,1,R,189,1528.8,833.3
29,1,R,313,1650.2,843.2
29,1,X,896,1580.0,710.0
30,1,R,13,865.9,497.4
30,1,R,209,791.3,971.3
30,1,R,313,811.0,910.0
30,1,R,617,813.2,894.9
30,1,R,813,802.2,463.8
30,1,X,764,790.0,835.0
31,1,R,-22,510.8,625.2
31,1,R,210,1147.2,733.8
31,1,R,346,1117.5,723.1
31,1,R,570,1132.0,716.1
31,1,R,790,1109.7,715.6
31,1,R,922,1136.1,720.7
31,1,X,941,1080.0,660.0
32,1,R,-76,946.0,531.0
32,1,R,156,1318.3,446.8
32,1,R,272,1377.3,429.1
32,1,R,344,1370.3,402.4
32,1,R,384,1379.9,449.2
32,1,R,504,1386.6,423.3
32,1,R,548,1401.5,456.0
32,1,X,591,1290.0,310.0
33,1,R,9,1118.3,657.3
33,1,R,205,488.9,606.8
33,1,R,365,511.2,485.4
33,1,X,1240,450.0,450.0
34,1,R,-118,1138.4,646.3
34,1,R,178,1608.2,334.3
34,1,R,290,1727.9,241.3
34,1,X,1141,1630.0,135.0
35,1,R,-116,831.2,394.4
35,1,R,84,580.8,776.8
35,1,R,272,1362.8,1049.0
35,1,R,404,1431.4,1092.4
35,1,R,608,1441.0,1138.3
35,1,R,1452,1446.3,1142.5
35,1,X,1447,1370.0,1060.0
36,1,R,-110,829.7,431.8
36,1,R,122,1076.6,347.5
36,1,R,246,979.0,357.7
36,1,R,454,978.3,330.0
36,1,X,685,870.0,235.0
37,1,R,-28,778.8,579.5
37,1,R,200,1569.2,752.2
37,1,R,316,1677.8,823.9
37,1,X,1577,1580.0,710.0
38,1,R,-114,966.3,349.3
38,1,R,210,466.8,952.9
38,1,R,330,438.6,1040.2
38,1,R,550,456.8,1025.2
38,1,X,834,395.0,925.0
39,1,R,-33,1389.1,602.9
39,1,R,191,446.2,383.4
39,1,R,295,293.4,280.6
39,1,R,423,312.3,202.8
39,1,X,873,220.0,130.0
40,1,R,-118,1124.2,532.3
40,1,R,170,979.8,376.3
40,1,R,250,976.7,318.6
40,1,X,806,870.0,235.0
41,1,R,-119,1161.6,638.6
41,1,R,173,1395.0,410.9
41,1,R,309,1422.1,382.8
41,1,X,829,1290.0,310.0
42,1,R,-112,955.8,429.8
42,1,R,164,891.6,782.6
42,1,R,284,880.8,903.5
42,1,R,1372,990.8,388.4
42,1,X,1332,790.0,835.0
43,1,R,-110,1057.2,447.1
43,1,R,190,1669.4,245.1
43,1,R,298,1737.1,204.8
43,1,R,586,1758.3,200.6
43,1,X,1126,1630.0,135.0
44,1,R,-113,849.7,276.1
44,1,R,179,1154.8,667.9
44,1,R,303,1210.5,730.3
44,1,R,487,1202.0,728.9
44,1,X,601,1080.0,660.0
45,1,R,-124,943.2,403.2
45,1,R,192,1609.4,685.5
45,1,R,320,1703.7,773.8
45,1,R,616,1724.0,850.0
45,1,X,1280,1580.0,710.0
46,1,R,-111,945.2,354.8
46,1,R,185,327.8,289.5
46,1,R,297,326.3,224.6
46,1,R,621,317.1,208.2
46,1,X,765,220.0,130.0
47,1,R,-110,1070.4,685.9
47,1,R,174,523.6,595.5
47,1,R,322,531.9,548.6
47,1,X,814,450.0,450.0
48,1,R,-110,1172.9,510.2
48,1,R,122,866.0,668.8
48,1,R,230,553.1,997.1
48,1,R,346,477.9,1036.6
48,1,X,1278,395.0,925.0
49,1,R,-114,867.3,542.0
49,1,R,194,1318.0,988.9
49,1,R,326,1399.6,1198.5
49,1,X,1650,1370.0,1060.0
50,1,R,-108,1289.8,442.9
50,1,R,224,423.6,930.9
50,1,R,340,437.4,1002.8
50,1,R,716,441.1,997.0
50,1,X,1216,395.0,925.0
51,1,R,11,1064.8,354.2
51,1,R,175,922.9,284.3
51,1,R,359,948.1,265.7
51,1,X,751,870.0,235.0
52,1,R,-124,972.4,776.3
52,1,R,176,1347.8,1054.1
52,1,R,296,1431.7,1099.0
52,1,R,720,1477.5,1133.8
52,1,R,832,1449.5,1114.3
52,1,X,1144,1370.0,1060.0
53,1,R,-116,1345.3,467.1
53,1,R,176,1688.8,748.6
53,1,R,316,1698.0,802.7
53,1,X,1242,1580.0,710.0
54,1,R,-84,1345.6,1351.7
54,1,R,248,1495.9,1415.1
54,1,R,384,1545.0,1360.7
54,1,R,500,1741.1,269.9
54,1,X,1656,1630.0,135.0
55,1,R,-111,841.9,512.2
55,1,R,161,1179.3,265.5
55,1,R,269,1249.9,161.1
55,1,R,401,1333.4,220.8
55,1,R,529,1317.4,167.5
55,1,R,985,1402.3,706.8
55,1,R,1077,1429.6,388.0
55,1,R,1209,1420.2,471.4
55,1,R,1817,1384.3,484.4
55,1,R,1945,1400.3,488.5
55,1,X,2005,1290.0,310.0
56,1,R,-29,600.5,734.4
56,1,R,183,526.6,630.9
56,1,R,335,525.4,586.1
56,1,X,827,450.0,450.0
57,1,R,-114,1005.6,634.2
57,1,R,146,1198.9,804.6
57,1,R,282,1171.9,804.8
57,1,X,1154,1080.0,660.0
58,1,R,-121,923.6,531.0
58,1,R,175,337.7,378.6
58,1,R,267,301.7,312.5
58,1,R,387,299.6,239.0
58,1,X,1259,220.0,130.0
59,1,R,-116,938.2,610.8
59,1,R,196,847.3,935.3
59,1,R,372,850.4,915.6
59,1,X,1288,790.0,835.0
60,1,R,-120,912.4,423.0
60,1,R,192,1590.3,749.4
60,1,R,316,1630.1,795.7
60,1,R,524,1674.7,835.3
60,1,X,1372,1580.0,710.0
61,1,R,-120,1103.6,495.2
61,1,R,148,1099.4,769.7
61,1,R,268,1176.4,781.3
61,1,R,1144,1137.2,499.6
61,1,X,1252,1080.0,660.0
62,1,R,-123,1155.9,483.8
62,1,R,173,532.0,582.3
62,1,X,1593,450.0,450.0
63,1,R,-115,1071.4,535.6
63,1,R,197,931.2,407.9
63,1,R,297,978.1,366.4
63,1,R,505,974.5,348.7
63,1,R,1257,1171.2,521.2
63,1,X,1241,870.0,235.0
64,1,R,-118,867.3,764.4
64,1,R,170,472.7,1051.3
64,1,R,1030,703.6,623.7
64,1,X,983,395.0,925.0
65,1,R,-109,967.9,482.3
65,1,R,219,1330.8,1159.6
65,1,R,319,1452.8,1153.5
65,1,R,1495,1063.7,463.8
65,1,X,1480,1370.0,1060.0
66,1,R,-113,1121.5,390.3
66,1,R,187,316.5,341.2
66,1,R,311,326.2,243.6
66,1,X,1084,220.0,130.0
67,1,R,-108,1123.1,516.5
67,1,R,144,1403.8,440.7
67,1,X,1105,1290.0,310.0
68,1,R,-121,1036.8,692.1
68,1,R,199,882.2,953.0
68,1,R,327,862.7,945.7
68,1,X,908,790.0,835.0
69,1,R,-116,965.1,505.0
69,1,R,176,1558.6,376.6
69,1,R,248,1716.4,297.7
69,1,R,372,1758.1,280.6
69,1,X,1503,1630.0,135.0
70,1,R,-123,943.8,727.2
70,1,R,153,538.4,684.8
70,1,R,229,540.4,604.6
70,1,R,401,529.7,584.8
70,1,X,978,450.0,450.0
71,1,R,-114,1048.7,737.5
71,1,R,202,1656.9,379.2
71,1,R,310,1745.3,271.7
71,1,X,1235,1630.0,135.0
72,1,R,-124,1164.3,678.7
72,1,R,208,357.1,422.5
72,1,R,324,328.2,333.3
72,1,R,572,305.8,373.1
72,1,X,1553,220.0,130.0
73,1,R,-112,863.1,904.5
73,1,R,232,333.6,1441.6
73,1,X,1161,395.0,925.0
74,1,R,-114,830.6,981.1
74,1,R,146,1067.7,1074.7
74,1,R,258,1113.5,1153.6
74,1,R,1014,1016.1,1319.2
74,1,X,1539,1080.0,660.0
75,1,R,-119,1017.3,1276.2
75,1,R,237,926.2,703.0
75,1,R,265,920.3,491.8
75,1,R,401,875.6,186.4
75,1,X,1252,870.0,235.0
76,1,R,-122,943.4,216.5
76,1,R,154,1222.0,131.2
76,1,R,274,1287.5,103.3
76,1,X,497,1290.0,310.0
77,1,R,-74,855.8,428.2
77,1,R,162,813.5,595.5
77,1,R,378,806.6,603.6
77,1,X,613,790.0,835.0
78,1,R,-110,903.9,253.7
78,1,R,114,871.0,438.7
78,1,R,298,1333.5,1034.2
78,1,R,434,1395.1,1020.5
78,1,X,869,1370.0,1060.0
79,1,R,-122,1026.6,314.4
79,1,R,182,1592.7,633.0
79,1,R,310,1629.3,646.9
79,1,X,585,1580.0,710.0
80,1,R,-121,1047.8,328.9
80,1,R,167,905.5,242.3
80,1,R,311,910.9,217.1
80,1,X,442,870.0,235.0
81,1,R,-59,1024.7,566.0
81,1,R,177,528.1,485.1
81,1,R,269,544.6,433.1
81,1,R,369,518.1,408.8
81,1,X,488,450.0,450.0
82,1,R,-119,972.4,469.4
82,1,R,221,1683.6,237.1
82,1,R,389,1716.5,223.2
82,1,X,1052,1630.0,135.0
83,1,R,-57,1731.3,394.2
83,1,R,175,1415.4,571.8
83,1,R,387,1389.3,542.0
83,1,R,759,1424.6,525.4
83,1,X,1290,1290.0,310.0
84,1,R,-94,1229.9,886.5
84,1,R,162,1162.7,1127.0
84,1,R,222,1185.4,1013.9
84,1,R,302,1179.2,1067.0
84,1,R,430,1195.8,1006.2
84,1,R,598,1168.9,1006.6
84,1,X,781,1080.0,660.0
85,1,R,-73,1165.5,859.0
85,1,R,115,848.2,769.6
85,1,R,243,1469.9,1298.6
85,1,R,811,1480.5,1309.6
85,1,X,878,1370.0,1060.0
86,1,R,-112,829.6,517.8
86,1,R,168,328.2,460.6
86,1,R,276,324.0,361.2
86,1,R,860,308.5,348.5
86,1,R,1168,330.4,313.6
86,1,R,1404,349.4,274.2
86,1,X,1867,220.0,130.0
87,1,R,24,1197.5,1040.4
87,1,R,216,409.5,1139.6
87,1,R,360,474.7,1130.5
87,1,X,815,395.0,925.0
88,1,R,-111,772.4,555.5
88,1,R,177,858.6,970.1
88,1,R,317,843.4,1109.4
88,1,R,533,878.7,1089.2
88,1,X,774,790.0,835.0
89,1,R,-118,1100.4,861.7
89,1,R,50,695.7,860.4
89,1,R,318,1729.5,1007.2
89,1,R,470,1743.9,1028.0
89,1,X,1063,1580.0,710.0
90,1,R,17,1412.3,541.2
90,1,R,189,1724.4,383.2
90,1,R,305,1776.9,358.6
90,1,R,445,1796.6,420.2
90,1,R,545,1780.8,908.7
90,1,R,673,1726.8,1098.3
90,1,X,1500,1630.0,135.0
91,1,R,-112,934.6,319.6
91,1,R,88,1140.7,320.0
91,1,R,296,1454.5,1212.7
91,1,R,420,1499.5,1240.9
91,1,R,872,1473.2,1281.1
91,1,R,1284,1433.9,1271.7
91,1,R,1812,1478.9,1296.1
91,1,R,2184,1537.9,1407.5
91,1,R,2248,1497.8,1470.4
91,1,R,2312,1498.6,1268.8
91,1,R,2964,1506.1,1296.7
91,1,R,3148,1487.7,1292.6
91,1,X,3551,1370.0,1060.0
92,1,R,-108,1158.0,617.5
92,1,R,156,932.4,448.4
92,1,R,276,962.6,376.4
92,1,X,792,870.0,235.0
93,1,R,-116,1029.4,730.7
93,1,R,180,1598.5,848.9
93,1,R,292,1697.1,867.6
93,1,X,720,1580.0,710.0
94,1,R,-121,948.1,474.5
94,1,R,179,335.8,350.0
94,1,R,283,337.2,260.9
94,1,X,659,220.0,130.0
95,1,R,-115,1020.7,688.9
95,1,R,149,1200.9,781.2
95,1,R,329,1202.2,778.6
95,1,R,981,1187.0,415.0
95,1,X,913,1080.0,660.0
96,1,R,-112,1205.2,398.0
96,1,R,204,508.7,979.1
96,1,R,328,481.4,1026.3
96,1,R,1248,1028.3,464.9
96,1,X,1180,395.0,925.0
97,1,R,-111,1064.4,429.3
97,1,R,261,865.7,924.3
97,1,X,917,790.0,835.0
98,1,R,-108,1061.9,474.4
98,1,R,164,1376.5,456.5
98,1,R,276,1399.5,406.4
98,1,X,872,1290.0,310.0
99,1,R,-119,997.3,795.2
99,1,R,177,542.6,629.3
99,1,R,277,550.2,587.2
99,1,R,573,535.2,562.5
99,1,X,1141,450.0,450.0
100,1,R,-118,1265.5,521.7
100,1,R,174,957.2,403.8
100,1,R,290,976.0,359.6
100,1,X,630,870.0,235.0
101,1,R,-111,1185.5,720.0
101,1,R,201,1696.7,329.7
101,1,R,321,1750.1,283.8
101,1,X,613,1630.0,135.0
102,1,R,-111,1013.3,710.9
102,1,R,217,445.2,1090.6
102,1,R,345,476.1,1065.3
102,1,R,713,467.5,1047.0
102,1,X,917,395.0,925.0
103,1,R,-124,907.2,539.1
103,1,R,192,1635.6,796.4
103,1,R,316,1681.5,793.1
103,1,X,944,1580.0,710.0
104,1,R,-114,1076.7,601.2
104,1,R,182,1189.0,812.4
104,1,R,322,1177.4,848.4
104,1,X,1178,1080.0,660.0
105,1,R,-94,1115.7,846.1
105,1,R,174,563.7,736.8
105,1,R,262,548.7,682.5
105,1,R,358,592.4,655.2
105,1,R,526,564.2,643.2
105,1,R,1062,545.0,644.9
105,1,X,1170,450.0,450.0
106,1,R,-121,562.3,658.8
106,1,R,179,871.6,977.8
106,1,R,299,946.1,1045.3
106,1,R,2099,982.7,1021.3
106,1,X,2475,790.0,835.0
107,1,R,-90,824.9,657.9
107,1,R,162,1425.1,585.6
107,1,R,266,1483.8,484.9
107,1,X,926,1290.0,310.0
108,1,R,-115,1175.0,811.3
108,1,R,65,830.6,1048.1
108,1,R,273,418.2,517.4
108,1,R,381,373.9,439.9
108,1,R,493,378.4,391.7
108,1,R,693,372.4,371.8
108,1,X,1337,220.0,130.0
109,1,R,-122,800.0,1085.4
109,1,R,194,1506.3,1229.0
109,1,R,414,1518.8,1225.9
109,1,X,1034,1370.0,1060.0
110,1,R,-124,1050.6,619.2
110,1,R,104,661.9,558.3
110,1,R,248,624.2,677.3
110,1,X,712,450.0,450.0
111,1,R,-112,1134.7,666.0
111,1,R,180,1701.1,443.2
111,1,R,268,1773.5,355.1
111,1,R,380,1807.0,305.9
111,1,R,780,1820.1,286.7
111,1,X,1100,1630.0,135.0
